»ùÒò,±àºÅ,z
SNX29,12513,0.909589
UBE2I,14308,0.908773
NMT2,8837,0.908303
GGA3,4977,0.906768
LINC00893,6974,0.905629
NAB1,8473,0.905364
PDIA4,9594,0.905281
AK2,384,0.904683
GRAMD2B,5286,0.904679
TSNAX,14096,0.904201
TIFA,13419,0.904149
LINC01547,7024,0.903814
STAG3,12831,0.90356
PPP1R17,10226,0.90348
ATP6AP1L,1042,0.902082
LASP1,6795,0.902082
PGLS,9704,0.901523
WWC3,14808,0.901445
GAS6,4896,0.90138
MXD1,8362,0.901098
DHDDS,3354,0.900874
PIRT,9849,0.900776
PLCXD2,9922,0.899806
FAM83E,4381,0.899235
ARNT2,856,0.899093
XKR9,14824,0.898885
KIRREL2,6551,0.898808
LRRK1,7440,0.898512
SELENOS,11753,0.898087
TSEN54,14085,0.897697
SLC4A9,12254,0.897673
SNX6,12522,0.89741
SACM1L,11549,0.897287
SOX6,12571,0.897048
HMGCL,5718,0.897002
LOC100130950,7121,0.896936
TMEM61,13708,0.896593
MTR,8325,0.89627
CTNS,2999,0.896099
PTBP3,10538,0.895883
NXF1,9101,0.89537
CENPN,2279,0.895065
UBE2D2,14298,0.894487
FBXW9,4507,0.894059
SIGLEC14,11974,0.893803
FAM110A,4212,0.893295
SMOC2,12407,0.89257
GPD1L,5196,0.892127
MAN1B1-AS1,7593,0.891915
DAPK3,3158,0.89141
TMEM240,13656,0.890481
ZNF648,15431,0.890277
CLN6,2573,0.889655
ACSS2,159,0.889601
USP47,14509,0.888597
ACTBL2,164,0.887955
MRPL12,8157,0.887424
LYSMD4,7525,0.887257
HLA-F,5698,0.887125
LOC644189,7291,0.887002
GFOD2,4967,0.886999
SFMBT1,11865,0.886441
ZNF394,15254,0.885783
ELOVL4,3909,0.885242
DCAF7,3191,0.883932
ATG2B,977,0.883767
KRT222,6673,0.883046
NLRX1,8819,0.882516
TTC19,14143,0.882218
COL7A1,2724,0.882084
SEC24D,11729,0.881012
RHO,11091,0.879837
ANKRD33B,578,0.879804
LIPT1,7068,0.879718
ZNF266,15185,0.877016
ACOT7,135,0.876441
CA10,1687,0.876435
MYADML2,8370,0.87582
ALPK1,478,0.875556
MOS,8091,0.875295
TBC1D2B,13186,0.875158
C6orf120,1638,0.875138
KCNN1,6399,0.874934
TTC4,14165,0.874354
CLUL1,2596,0.873491
RCBTB1,10953,0.873405
ZADH2,14897,0.873363
ERFE,4056,0.872992
ZNF70,15470,0.872981
COL5A1,2717,0.872874
SMARCC2,12354,0.872819
CSDC2,2929,0.872812
CACNG7,1735,0.872329
GNAL,5102,0.871897
AMN1,503,0.871138
WDR45B,14722,0.870637
C9orf40,1680,0.87053
IFITM1,5953,0.870363
NDUFAF1,8616,0.870363
YAF2,14848,0.870274
OR5B17,9218,0.869743
MYO5A,8426,0.869592
LIPA,7064,0.868699
A2ML1,4,0.868477
STXBP5,12940,0.867954
AMER2,493,0.86791
SLC24A2,12084,0.867646
SLC4A10,12246,0.867386
TSFM,14086,0.867306
RPF1,11287,0.867054
ICMT,5914,0.867001
ADSSL1,304,0.86658
MPND,8111,0.864473
PLOD2,9974,0.864146
PTCD3,10540,0.864027
JHDM1D-AS1,6277,0.863149
CRYBB2P1,2913,0.862979
VKORC1,14593,0.862586
HPDL,5786,0.862277
2-Mar,7682,0.861177
TSACC,14075,0.861153
TUBB2A,14206,0.860869
PSMG3-AS1,10525,0.860652
ACOT8,136,0.860468
SMIM37,12398,0.859856
PCDHB9,9489,0.859757
ZNF470,15302,0.85962
CCDC92,1999,0.859425
NOVA2,8885,0.859049
ST3GAL6,12809,0.858826
AMFR,495,0.858729
MECP2,7796,0.858601
SEC14L4,11716,0.858208
GPR135,5217,0.858136
EVL,4123,0.856684
ZNF414,15263,0.856605
RBM33,10918,0.855082
LOC91548,7326,0.85491
RRP7A,11445,0.854583
PGAM5,9692,0.854177
GDA,4934,0.854016
SYNCRIP,13025,0.852947
SYT7,13064,0.852769
ZNF446,15291,0.851736
TPRXL,13904,0.851628
ORC6,9242,0.851488
INPP5E,6107,0.851312
SLU7,12331,0.850986
OVGP1,9288,0.850811
ZNF10,15097,0.850687
RFT1,11034,0.850343
P2RX6P,9306,0.850096
UBXN6,14367,0.84975
PARG,9397,0.849715
KMT5B,6639,0.848436
HS3ST5,5815,0.847562
SMARCC1,12353,0.847537
RNF44,11242,0.846873
CENPX,2289,0.846222
ADCY1,243,0.845988
RNF11,11176,0.845902
IPO5,6144,0.845678
SENP2,11780,0.845445
TBC1D20,13177,0.844977
ATRX,1081,0.844456
OR8B12,9233,0.844404
NCBP2,8555,0.844356
COL10A1,2696,0.843914
GRIA3,5301,0.843821
EXTL3,4159,0.843767
PRR16,10425,0.842798
LINC00687,6967,0.842131
CORO1A,2780,0.842081
ARX,889,0.84193
HEATR5B,5534,0.841735
AXIN1,1107,0.841724
PCP2,9525,0.841668
FOXR1,4708,0.840228
HCN4,5501,0.838911
TMEM155,13581,0.838244
DBF4,3166,0.838123
SEMA6C,11775,0.83785
COL12A1,2699,0.837782
CYB5R1,3078,0.836838
APOL2,695,0.836816
FAM98A,4404,0.836736
PELP1,9644,0.836727
IQSEC1,6164,0.836244
ANP32E,622,0.835845
GLIS3,5054,0.835596
DNAJC3-AS1,3510,0.835054
ALDH1A3,430,0.834379
C9orf106,1670,0.834253
KATNBL1,6326,0.834022
G6PD,4810,0.833834
MTMR3,8315,0.833771
LCAT,6809,0.8329
USP54,14515,0.832577
ANK2,536,0.831512
INCA1,6083,0.831197
SUGP1,12954,0.830646
RFWD3,11037,0.829632
HIST4H4,5673,0.828972
SOS2,12551,0.828102
RNF216P1,11227,0.825972
BAALC-AS2,1148,0.825955
MCOLN1,7766,0.825805
ZFYVE26,15054,0.825542
ZNF184,15134,0.825453
GTF2H1,5378,0.825123
CPLX2,2821,0.824482
EPG5,4007,0.824353
PYCR3,10657,0.824223
SNORD22,12467,0.824212
POLE4,10081,0.824016
LOC285074,7240,0.823911
MTMR11,8311,0.823641
USP32P2,14494,0.822673
LBX1,6804,0.822156
FAM89B,4393,0.822132
MCRS1,7771,0.821624
DGKH,3346,0.820764
TAGLN3,13116,0.819937
STAT3,12853,0.819779
GAB2,4813,0.819572
DDX58,3279,0.81923
WNT5B,14791,0.818996
WFDC12,14761,0.818821
TMEM65,13714,0.818749
KRTAP20-2,6709,0.817895
LDB2,6835,0.817661
JDP2,6276,0.817489
JKAMP,6279,0.817202
FBXL16,4456,0.816509
PTPRF,10601,0.816246
PLK2,9968,0.814475
TMEM8A,13731,0.814328
PPP1R12B,10215,0.813955
GBAP1,4911,0.812825
RASL10A,10866,0.812777
WDR66,14736,0.812632
KCNA2,6340,0.81244
KNOP1,6643,0.812346
ELOVL6,3911,0.812284
SH3BP5L,11919,0.811378
TRIM15,13975,0.811337
ARFGEF1,737,0.810339
SWSAP1,13006,0.809808
DNTTIP1,3544,0.809805
FUT6,4775,0.80976
QDPR,10670,0.809009
PTTG1,10619,0.808429
CHCHD5,2389,0.808272
PFN1,9684,0.807741
PLPPR1,9986,0.807356
CNNM1,2636,0.807191
CYP2W1,3110,0.806436
KDR,6458,0.806388
DNAJC30,3511,0.806376
MLYCD,8038,0.806195
TES,13314,0.806129
TSPAN3,14108,0.806059
TIMM50,13440,0.806058
PAQR9,9390,0.80596
CCNL2,2042,0.805705
ARAP1,723,0.805568
CRIM1,2881,0.805491
TMEM30B,13681,0.804702
RRN3,11437,0.804384
ZNF224,15158,0.804306
HECTD2,5540,0.803826
ILDR2,6059,0.803614
DCLRE1A,3205,0.803262
HSD17B7,5833,0.803118
PID1,9784,0.802201
PACSIN1,9337,0.801811
AUH,1093,0.80168
CNMD,2632,0.801331
PRICKLE2,10330,0.801246
SLC8B1,12293,0.801072
LINC01963,7043,0.80107
MOB2,8063,0.800868
SERGEF,11804,0.799659
C11orf42,1436,0.799125
PRELID3B,10321,0.798861
ARMC2,842,0.798819
CACNB3,1728,0.798744
TMEM8B,13732,0.798675
POLA1,10070,0.798547
TOP2B,13847,0.798277
LARP6,6790,0.798107
ESYT3,4101,0.798059
ITGA3,6213,0.798011
IL21R,6042,0.797227
HAGH,5454,0.796614
CRYL1,2919,0.796229
MAP6,7644,0.795967
HMOX2,5733,0.795328
DOCK1,3548,0.793909
SLC5A12,12261,0.793179
AARS2,20,0.793141
COX7A2L,2808,0.792755
DUSP7,3674,0.792698
MOSPD3,8094,0.792202
AGTPBP1,353,0.792185
PEG3-AS1,9639,0.791896
PFAS,9672,0.791681
ELOVL5,3910,0.791643
ABCB6,39,0.790899
ADM,282,0.789638
HS3ST2,5812,0.789011
EYA1,4160,0.787946
ZYX,15631,0.787622
TTC30A,14153,0.787511
TMSB4X,13756,0.786999
ANKS1A,601,0.785893
AK5,387,0.785801
SPEM1,12635,0.785068
NKX2-8,8801,0.784885
TMEM255A,13668,0.784632
LMTK2,7097,0.784556
SDC3,11686,0.784391
DOK3,3561,0.784313
PIAS4,9779,0.784232
C11orf16,1433,0.784198
CUEDC2,3029,0.784161
ATP8A2,1067,0.783336
MDFIC,7779,0.782824
CLIC6,2558,0.782002
TMCC1,13512,0.781661
LENG1,6853,0.780315
FZR1,4803,0.78015
GABRE,4835,0.780105
DPY19L2P4,3601,0.779977
LETM1,6859,0.779945
WDPCP,14696,0.77911
ARF5,732,0.778957
DUS1L,3651,0.778656
LTA,7473,0.77806
SLC7A14,12281,0.777378
BIRC2,1288,0.777299
GATC,4906,0.777259
FAIM2,4202,0.777146
CAPN13,1797,0.777028
ZNF436,15280,0.776643
INPP5A,6104,0.775834
LOC105374546,7212,0.775767
GFRA1,4970,0.775033
C16orf74,1482,0.774009
TNFRSF8,13788,0.773953
WASF3,14676,0.773761
TRIL,13970,0.773109
HARS,5466,0.771815
SF3A1,11855,0.771241
NOXO1,8887,0.771161
AHCYL1,358,0.770949
RNF103,11175,0.769435
GOLGA2P11,5140,0.7692
MRPL13,8158,0.769135
IFI27,5940,0.768432
ARMCX5,852,0.767322
SRGAP1,12726,0.766476
ATP5MF,1033,0.766035
ELP5,3917,0.765642
IGDCC3,5982,0.765545
TXLNA,14240,0.763928
LOC401127,7261,0.763059
IGLON5,6004,0.762812
ZWILCH,15625,0.762078
IMPDH2,6077,0.761616
PORCN,10140,0.761311
CREG2,2875,0.761197
PLEKHA3,9932,0.7611
POP5,10135,0.760745
OXSM,9297,0.760681
SLITRK3,12322,0.760495
ADPGK,290,0.76014
SYTL3,13067,0.760053
LOC100128164,7107,0.759785
TSHB,14089,0.759365
HLCS,5704,0.758829
ENDOG,3957,0.758174
NTM,9020,0.757202
GGN,4982,0.756478
PSMB7,10493,0.755794
GHSR,5003,0.755404
SNRPG,12487,0.755304
SYT6,13063,0.754852
HUNK,5886,0.754769
LIMS2,6910,0.754723
LOC644794,7293,0.754646
HOXB3,5777,0.754228
IQCH,6157,0.75372
HOMER2,5766,0.753543
RCCD1,10958,0.752851
XKR6,14822,0.75279
RNF6,11245,0.752309
PRRT1,10443,0.752211
MIOX,7983,0.752064
ABAT,26,0.751743
LGALS14,6864,0.751725
PPBP,10163,0.751366
SARAF,11580,0.75115
CSRP1,2961,0.751027
SLC25A16,12095,0.750963
ZNF106,15100,0.750772
LAMA2,6758,0.750268
FSD1,4743,0.75018
INHBC,6095,0.750135
KCNH6,6366,0.749985
FAM84B,4384,0.749832
C1orf61,1559,0.749253
GLB1L,5039,0.74871
HRH2,5805,0.748177
IL4R,6053,0.747642
CRYGD,2917,0.747398
BTBD2,1394,0.747391
RAP2C,10827,0.747347
HEYL,5579,0.747317
GALNTL5,4872,0.746854
ANP32AP1,618,0.746831
LOC101928068,7183,0.746686
RAB39B,10725,0.746624
TSKU,14093,0.746147
TMEM99,13739,0.746147
RABEP1,10754,0.746078
OPRL1,9174,0.745056
ZNF232,15165,0.744921
PHF1,9724,0.744723
RPP30,11362,0.743294
GXYLT2,5419,0.743103
PTER,10549,0.742686
PSMG3,10524,0.742211
VENTX,14578,0.74219
CCDC24,1954,0.741959
RAB8A,10748,0.741154
AQP6,717,0.741134
DDX18,3253,0.740806
RHBDD2,11079,0.740334
PBX2,9442,0.740189
FAM174A,4279,0.740032
SNCAIP,12440,0.740006
SPTBN5,12701,0.739902
BSG,1382,0.739788
SLC25A11,12090,0.739762
PPP5D1,10276,0.739181
SLC1A6,12064,0.738323
DYTN,3704,0.738139
MEF2D,7832,0.738006
FCN3,4519,0.737916
TCHH,13259,0.737804
MYLK2,8409,0.737549
CEP85L,2321,0.73751
TSR2,14126,0.737501
C3orf58,1614,0.736962
GAL3ST4,4849,0.736875
MICAL3,7951,0.735735
PTPRZ1,10614,0.73542
RAC2,10767,0.735125
CPT1A,2843,0.734669
WHAMM,14768,0.733366
CD79A,2120,0.73333
PCP4L1,9527,0.732598
SLC38A10,12206,0.732059
HPGDS,5789,0.731699
SRRM3,12750,0.730968
OLIG1,9157,0.730819
ARHGEF28,795,0.730462
ZG16B,15058,0.729493
METTL25,7874,0.729126
NUDT1,9046,0.728353
PGAP2,9694,0.728283
LAMC2,6767,0.727487
LOC100288911,7139,0.727234
DDI2,3238,0.727166
FAXDC2,4440,0.726007
H1F0,5429,0.725495
HACD4,5448,0.725021
LIN52,6914,0.724135
NUP35,9081,0.723553
PHACTR2,9715,0.723405
GPBAR1,5186,0.723334
FYN,4791,0.722686
LPCAT1,7343,0.72221
ZNF579,15382,0.722148
IL11RA,6024,0.722105
PLD3,9925,0.722047
ZNF544,15350,0.721718
TEX9,13331,0.721498
MTM1,8308,0.721318
ZNF407,15260,0.720822
ZNRD1,15586,0.720653
P2RY4,9312,0.719656
SLC3A1,12226,0.718307
RARRES3,10844,0.717575
FBRSL1,4452,0.717462
SSTR2,12792,0.717378
NUDT2,9057,0.71697
ZNF732,15498,0.716827
BSCL2,1380,0.716003
RAB33B,10719,0.715626
MFSD14A,7905,0.714155
EFNA5,3791,0.714129
BEND5,1254,0.713682
FAM196A,4299,0.713421
TRAPPC4,13953,0.713318
FABP3,4184,0.712827
PDE7A,9576,0.712527
GATAD2A,4903,0.711797
RPUSD1,11421,0.711721
GRHPR,5298,0.711507
ZIK1,15068,0.710594
TSEN15,14082,0.710305
SLC17A7,12051,0.710078
DPYSL2,3606,0.709869
UNC5B,14419,0.709619
DACT2,3145,0.709488
JAG2,6261,0.709245
CDK5R2,2210,0.708886
MALAT1,7580,0.708878
CYP26A1,3100,0.708607
LINC01089,6993,0.708176
SYT12,13053,0.708001
NEBL,8652,0.707862
C2CD2L,1580,0.707499
SLC25A51,12129,0.707168
NRIP2,8972,0.707022
NOV,8883,0.706889
TCTN2,13276,0.706753
ATE1,958,0.706272
KLRC1,6628,0.705932
ZNF576,15379,0.705879
PET100,9654,0.705643
ZNF534,15344,0.704952
NPM2,8913,0.704725
SMTN,12416,0.704268
RAD18,10773,0.703933
SPATA32,12611,0.703723
ATF6,964,0.703557
NDUFB2,8628,0.703329
TC2N,13227,0.703138
ARHGEF2,791,0.702908
KMT2A,6633,0.702575
SPOPL,12669,0.701879
PCGF2,9503,0.701838
NDUFB11,8627,0.701365
EPCAM,4005,0.701178
CHD8,2400,0.700544
PTGES3,10558,0.700496
MUC1,8339,0.700224
ZNF93,15579,0.699937
ULK1,14402,0.699597
EPOR,4031,0.699381
EPS8L2,4036,0.699128
PLCL2,9920,0.698827
CPNE1,2825,0.698696
FAM209B,4316,0.698676
ZNF48,15306,0.698663
CD300C,2094,0.69817
RAB3GAP2,10731,0.697402
MATN3,7712,0.69688
ZDHHC3,15001,0.696301
ACP1,141,0.696105
NIT1,8780,0.696034
GPR153,5228,0.694804
DISP1,3414,0.694754
DICER1,3395,0.694677
GON7,5162,0.694088
EME1,3933,0.69405
SORBS1,12541,0.69274
MCPH1-AS1,7768,0.691522
PAPD5,9378,0.690781
PCGF1,9502,0.690338
SSTR3,12793,0.690064
OSBPL10,9250,0.689743
SAMD14,11561,0.689465
ADAMTS4,222,0.689122
S100A14,11530,0.688828
GPR6,5256,0.687352
COMMD5,2742,0.687166
FBLL1,4444,0.686881
VSTM2B,14650,0.686862
CFAP61,2349,0.686658
SUSD5,12991,0.686486
SLC7A4,12283,0.686347
STOX1,12902,0.686111
TMEM272,13679,0.686014
MFSD2B,7909,0.686007
SLC25A1,12088,0.685711
PSMF1,10521,0.685295
KRT71,6676,0.685018
PFDN4,9675,0.684232
PCDHB5,9486,0.683879
SIGMAR1,11977,0.683709
NIT2,8781,0.683593
MRGPRG-AS1,8141,0.683282
PIKFYVE,9823,0.682401
GGA1,4975,0.681692
RNF26,11234,0.681455
SGPP2,11897,0.681248
LCE5A,6820,0.680948
PTCHD4,10544,0.680628
PAK4,9356,0.679967
CD52,2110,0.679794
GTF2A1,5371,0.679514
TMEM91,13734,0.679375
METTL13,7864,0.678528
ASB5,906,0.678526
HPS3,5794,0.678411
SMAP2,12345,0.677934
ADAM10,201,0.677399
WDR7,14737,0.677249
APOOL,703,0.676855
ITGB5,6230,0.676736
RELL2,10992,0.676662
MCUB,7775,0.675901
PLAC4,9895,0.675728
PHACTR4,9717,0.675435
ST6GALNAC1,12814,0.675434
CIART,2476,0.675377
RBFA,10892,0.674725
LINC01260,7011,0.674384
SLC30A5,12167,0.67426
RTN3,11486,0.674186
AP3B1,651,0.673775
CD47,2109,0.673199
SETD4,11842,0.672283
DHRS4-AS1,3368,0.672136
SLC52A3,12258,0.671982
HABP4,5444,0.67197
CLCC1,2517,0.671741
AHSG,368,0.671303
PCM1,9511,0.671302
ASPSCR1,939,0.670806
TMEM187,13618,0.669133
CDC42SE2,2158,0.669006
NME6,8827,0.668473
ADGRB2,262,0.668468
HSD3B7,5835,0.668025
KCNQ1,6403,0.667168
TUBA1A,14196,0.667092
LOC643387,7288,0.666548
TMEM256,13670,0.665984
TTC24,14148,0.664749
MIA2,7943,0.663324
SPART,12601,0.663298
CFL1P1,2363,0.663199
EPHX1,4021,0.662956
AKR7A2,413,0.662918
ZNF775,15524,0.662761
ALKBH3,464,0.661633
CDK5RAP2,2212,0.66107
PDZD2,9623,0.660161
HUS1,5887,0.659479
BEGAIN,1252,0.659062
PDSS1,9615,0.658438
CA12,1689,0.657863
EPHX2,4022,0.657831
TMEM132C,13560,0.65737
RYR2,11524,0.657008
LZTR1,7530,0.656398
LOC100131289,7122,0.656368
SENP1,11779,0.654867
CXCL6,3059,0.654687
NOM1,8859,0.654387
TCERG1,13246,0.653617
MPPE1,8118,0.653342
PRPH,10411,0.653187
PDZD7,9625,0.652383
GYS1,5424,0.652212
FN3K,4654,0.652074
PDK3,9600,0.652029
PRR14L,10422,0.651915
ANXA4,631,0.651388
LINC00626,6955,0.651078
PRKCQ-AS1,10358,0.650781
LOC440300,7268,0.650311
WDR77,14742,0.650225
KMT5C,6640,0.649407
CDYL2,2245,0.649174
SIGLEC15,11975,0.648823
MARVELD1,7699,0.648689
TTC7B,14168,0.648196
AEBP2,307,0.647638
SHISA6,11948,0.647421
EXD2,4128,0.646698
TUNAR,14228,0.646323
DHRS2,3365,0.64589
MAD2L1BP,7544,0.645621
ZNF213-AS1,15149,0.645283
SLC2A14,12157,0.644998
SPINK2,12652,0.64485
HDHD2,5524,0.644611
YME1L1,14872,0.644112
NEMP1,8688,0.643861
JADE2,6258,0.643742
PFN2,9686,0.642954
BEX2,1264,0.642847
BCLAF1,1235,0.642213
PDCD2L,9547,0.642078
TUBB6,14211,0.641847
MAPKAPK2,7669,0.641674
HDAC10,5507,0.641632
KATNAL2,6324,0.641558
SLC9A2,12295,0.641281
SRP68,12737,0.6406
SH3BGRL3,11914,0.640062
LRFN4,7362,0.639742
FZD5,4798,0.639368
GNA13,5096,0.639122
CNTNAP1,2669,0.638046
TPTE2P1,13911,0.638009
LGI3,6873,0.637357
KIAA1755,6508,0.636991
RAB3A,10726,0.636965
PAX9,9431,0.636888
MET,7857,0.636477
EEF2,3766,0.636304
TRAPPC12,13947,0.636274
CD2BP2,2093,0.636051
NMNAT3,8833,0.635797
BYSL,1422,0.635258
TP53BP1,13864,0.635203
AP5B1,661,0.635172
FAM96A,4402,0.634853
DDN,3242,0.634795
PSMA5,10483,0.634221
ERGIC1,4059,0.633953
KREMEN1,6660,0.633699
NYAP1,9112,0.633156
DNM2,3536,0.632362
COX10,2789,0.63189
THOP1,13400,0.631884
MHENCR,7942,0.631271
FRA10AC1,4715,0.63085
RBBP4,10885,0.630782
PAPOLG,9382,0.630742
SLC25A10,12089,0.630142
SNAP25,12429,0.629781
ANAPC11,517,0.629529
ETF1,4103,0.629427
KMT5A,6638,0.629067
MPZL1,8127,0.628858
SERTAD4,11829,0.627777
LOC729683,7317,0.626822
JARID2,6272,0.625103
RNF213,11223,0.625001
SAMD11,11558,0.624427
ZDHHC7,15005,0.624294
C19orf25,1503,0.623822
OTOS,9274,0.62361
PTX3,10622,0.623558
SNTA1,12488,0.623114
EAPP,3716,0.622714
SIPA1,11987,0.622649
ITGB4,6229,0.62239
TBRG4,13217,0.621577
DIP2B,3404,0.621173
TMEM9,13733,0.620911
FAM45BP,4356,0.620442
SIDT2,11971,0.619971
OGDH,9139,0.619865
RGS20,11067,0.61858
TMEM107,13536,0.61829
FAM120AOS,4225,0.617908
PURA,10628,0.617771
PHF21A,9733,0.617546
AGGF1,337,0.617335
PRR29,10429,0.616871
ICAM5,5910,0.6164
SRGAP3,12729,0.616214
ADRA1D,296,0.616199
LINC00665,6962,0.616164
STX17,12923,0.615953
C1orf52,1555,0.615771
NOL3,8851,0.615705
L2HGDH,6744,0.615534
DDX47,3270,0.615408
FAM69C,4371,0.615269
BCOR,1238,0.61487
RBM15B,10905,0.613945
RBM4B,10928,0.612571
GLRX2,5065,0.612552
TUSC2,14230,0.611578
MRPS26,8219,0.611299
TMEM222,13643,0.611225
C8orf34,1661,0.611207
DNMT1,3539,0.6104
APIP,684,0.609761
MYCN,8384,0.609333
GALNT14,4861,0.609224
ELOF1,3906,0.608614
ERRFI1,4083,0.608566
GDF15,4941,0.608258
CUEDC1,3028,0.608082
LAMA1,6757,0.607373
CYB5R2,3079,0.606981
TADA1,13087,0.606691
RAMP2,10807,0.606619
NDUFAF3,8618,0.606591
CCL21,2013,0.606555
BBIP1,1186,0.605837
LRP2BP,7375,0.604334
NT5DC1,9013,0.603603
IDH1-AS1,5922,0.602845
CAV2,1863,0.601595
KHK,6467,0.601575
TUBA8,14204,0.59868
SF3B5,11862,0.5986
OR2AK2,9195,0.598289
RARB,10840,0.598023
EHBP1,3809,0.596931
MAP3K2,7630,0.596846
PIFO,9789,0.596758
SMAD2,12337,0.596709
TMTC2,13759,0.596544
RFPL3S,11033,0.596319
RAD54B,10783,0.595585
GZMB,5426,0.595157
MFAP1,7890,0.594949
ORMDL2,9245,0.594163
OR7E24,9228,0.593365
PXDC1,10647,0.592887
SRSF6,12761,0.59198
THAP3,13374,0.59187
STARD7-AS1,12848,0.59182
NPM3,8914,0.591757
DBT,3175,0.591301
NPC1,8895,0.590975
NGEF,8746,0.590574
MRPS15,8207,0.590508
GNL1,5124,0.590423
VSIG8,14645,0.590386
MRPL58,8201,0.58904
AK9,390,0.588963
DNASE1L2,3525,0.588269
ANP32A,616,0.587622
MLPH,8033,0.586774
LILRA1,6899,0.58671
NPNT,8915,0.585978
SPRN,12680,0.584874
OTUD6B,9282,0.584862
HOXB13,5776,0.584378
ASB1,898,0.58423
DUSP8,3675,0.583914
TDRD1,13281,0.583689
LOC728392,7305,0.583642
GOLGA3,5144,0.583617
OR6C76,9223,0.583133
F13A1,4170,0.583071
ETV1,4113,0.582581
USPL1,14522,0.581973
TMEM204,13631,0.581352
LRRN3,7444,0.580688
EGR4,3808,0.58008
TOMM34,13835,0.579992
3-Sep,11794,0.579952
SEC23IP,11724,0.57988
PLEC,9929,0.579842
NLE1,8806,0.579168
DUSP9,3676,0.578418
RAP2B,10826,0.577754
SAMD9,11567,0.577578
MPP2,8113,0.577349
TSNARE1,14095,0.576892
GFER,4963,0.57689
EFNB3,3794,0.576769
BHLHE40,1274,0.576394
ECM2,3738,0.576116
YTHDC1,14880,0.57603
EPHB6,4020,0.575843
DGAT2,3334,0.575757
FRMD5,4729,0.575245
FAM234B,4343,0.57523
FYTTD1,4792,0.574908
ST7L,12821,0.574871
BCORL1,1239,0.574734
KRT85,6681,0.57388
PARP11,9405,0.573849
HDAC6,5513,0.573828
SMIM22,12391,0.573765
PTRH1,10615,0.573739
CHCHD4,2388,0.573499
PIPOX,9846,0.572148
SLC30A3,12165,0.572016
EVA1B,4117,0.571654
FAM182B,4286,0.57097
TBC1D10C,13168,0.570432
VAMP3,14543,0.569867
HBS1L,5486,0.569762
KLF8,6575,0.569612
EXOC6B,4140,0.569147
LRRC66,7425,0.569108
CRADD,2854,0.568965
P4HA2,9319,0.568897
DCTD,3215,0.568621
LRRC14,7386,0.568402
CDC42EP1,2151,0.568351
SLC16A14,12040,0.568096
YWHAZ,14891,0.567552
GAL3ST3,4848,0.567504
INTS14,6123,0.567411
NSD2,8988,0.566575
ARL15,820,0.566413
RAB14,10699,0.565834
HIST1H4A,5655,0.565579
ARFRP1,742,0.565438
LYST,7526,0.565207
STAC2,12828,0.564331
ADCY9,252,0.564155
ERICH6-AS1,4070,0.563826
GSTCD,5356,0.563724
RC3H2,10949,0.56292
POPDC2,10137,0.562902
PAPD4,9377,0.562832
DMTF1,3460,0.562198
MICA,7948,0.561985
CYP1A2,3096,0.561824
SLC38A9,12213,0.560908
TMEM62,13709,0.560525
LINC01551,7025,0.560439
WNK3,14783,0.560359
KHNYN,6468,0.560274
RALGAPB,10800,0.559952
XKR4,14821,0.558993
SIAH3,11969,0.558961
TM9SF2,13500,0.558934
FCHO2,4517,0.558619
LOC100240735,7133,0.557933
ABHD17A,71,0.557832
PUS7,10633,0.557617
CFAP221,2343,0.557487
TYMP,14260,0.557475
CLN8,2574,0.557297
UTS2R,14535,0.556438
NARS2,8519,0.556339
CFAP74,2354,0.556071
SGCA,11883,0.555969
ARHGAP39,769,0.554566
USP6NL,14517,0.553945
BID,1284,0.553699
MRPL46,8190,0.553562
GPR37L1,5252,0.552531
GPX4,5280,0.552522
DEAF1,3284,0.552157
L3MBTL2,6747,0.551582
OXT,9299,0.551416
GRASP,5289,0.551038
CRTC1,2904,0.551
TULP4,14227,0.55046
EIF2B1,3832,0.550073
GPR142,5222,0.54989
MYCBPAP,8382,0.549561
PBRM1,9440,0.548966
TMEM178A,13605,0.548923
FAM50B,4363,0.548439
PDCD4,9548,0.548321
PARGP1,9398,0.547176
MYO19,8419,0.547083
CLCN5,2522,0.546939
PHF2,9730,0.546782
RAB11FIP5,10696,0.546075
NEFL,8667,0.546033
C16orf91,1486,0.545427
GBA2,4910,0.543187
EPB41L4B,4001,0.543007
FKBP11,4599,0.542972
ASAP1-IT2,895,0.542766
APOL6,699,0.542425
ACSBG1,148,0.54191
SPCS2,12622,0.541632
CDK14,2198,0.541579
PSMC3,10498,0.54055
MSRA,8258,0.54022
NRP1,8978,0.539935
RHOB,11093,0.539855
ZNF660,15439,0.539259
QSER1,10679,0.539048
FRMPD4,4733,0.538806
CASC2,1835,0.538227
ARMCX3,850,0.537918
E2F5,3711,0.537781
ZNF81,15547,0.537676
KIF5A,6540,0.537306
PCDHB16,9480,0.537024
TRAM2,13940,0.537022
MIR7-3HG,7996,0.53617
TRMU,14048,0.535999
COL9A2,2728,0.535599
CEP41,2309,0.53541
MRPS16,8208,0.534429
KYAT3,6740,0.534253
IER5L,5936,0.533932
FOXK2,4696,0.533846
CSNK1A1P1,2946,0.533522
PHF3,9737,0.533468
ZNF575,15378,0.533322
MASP1,7701,0.532892
RAP1GDS1,10824,0.531973
SLC25A38,12115,0.531742
NAP1L5,8507,0.531459
USP1,14469,0.531376
PANK4,9372,0.531334
LOC103091866,7204,0.531267
